dialect,sarcasm,sentiment,original_sentiment,tweet,source
msa,False,neutral,neutral,رمز الجد والسخرية,astd
msa,False,neutral,negative,"""RT @Arabi21News: هجوم بطائرة بدون طيار يصيب جنديين #فرنسيين بجراح خطيرة بــ #العراقرابط الموقع الجديد: https://t.co/w9VGVS4ON6https://t.c…""",semeval
msa,False,neutral,neutral,"""RT @kdriyadh: الثاني أن سقوط الأسد سيفتح الباب أمام الإخوان ليكونوا طرفا في حكم سوريا. الأمر الذي قد يعطي دفعة لإخوان مصر، ويشكل ضغطا على ا…""",semeval
msa,False,neutral,neutral,"""بالفيديو: ردّة فعل غريبة لطفل يرى شجرة الميلاد للمرّة الأولى https://t.co/KlgfDtMZEK #toddler #ChristmasTree… https://t.co/OIvsPROqpr""",semeval
msa,False,neutral,neutral,"""بعد #واشنطن #العبادي يتلقى دعوة لزيارة #طهران#NRT_عربيةhttps://t.co/S1PByj7yA1 https://t.co/4UwB9FHbMd""",semeval
msa,False,positive,neutral,أطالب وزارة الخارجية المصرية بالتدخل فورا لحماية المواطن المصري أحمد الجيزاوي انتهي زمن إهانة أي مصري بالخارج كرامة المصري فوق كل اعتبار,astd
msa,False,neutral,neutral,"""RT @MBCProSports: الأهلي يواجه برشلونة بكامل نجومهhttps://t.co/uSjmylDvW3#برو_سبورت""",semeval
egypt,False,negative,negative,"""@ThatReem @Shvvmsa @porviii___ ياربي انصدمت جستن بيبر صار كذا""",semeval
msa,False,neutral,neutral,"""بمشيئة الله توقعات طقس العرب لهطول الأمطار وتساقط الثلوج بدءًا من منتصف ليلة الغد ويشمل ذلك مناطق #القريات #طريف وا… https://t.co/hH4mtZYdyS""",semeval
egypt,False,negative,negative,"""#احمد_شفيقاول أهداف ثورات العفار العربيةمحاربة الجيوش العربيةو نجحت في ليبيان سورياو اليمنفشلوا في مصرفلجأو الى تشويه كل من ينتمي للجيش""",semeval
msa,True,negative,negative,"""RT @muhamedf808: واقع حال #العراق عندما يصبح الناس اغبياء كالخراف فلاتستغرب أن يقودهم حمار ارعن !!! #erdogan_is_isis https://t.co/n99LYJtV…""",semeval
egypt,True,negative,negative,فيلم الجزيرة #الصندوق_الأسود لأحداث #الإتحادية فضح الكثير انتظروا فيلم #المندس اللي هيفضح حاجات كمان وكمان #انتخبوا_العرص,astd
gulf,False,negative,negative,"""طقس العرب ما بالغت هاي السنة بس الشعب قرر ياخد مكانها و يبالغ! حكوا انه تساقط و فش تراكمات و الناس قاعدة بتناقش اذا في عطلة ولا لا""",semeval
egypt,True,negative,neutral,#تنويه_البرنامج عزيزي المشاهد لو فاكر ابنك مؤدب هيتخدش حياؤه من الألفاظ رجاء مراجعة المتصفح الخاص به بس ياريت,astd
msa,False,neutral,negative,"""اصابة 16 جنديا روسيا في حادث طائرة في سيبيريا الشرقية https://t.co/6gYVImQYVb https://t.co/erpPhDFhKB""",semeval
egypt,True,negative,negative,اتصلو بساويرس عشان القناة بتاعته تتولى مهمة خلع شفيق اعلاميا,astd
msa,False,neutral,neutral,"""#اقتباس من #رواية جنة الشهبندر للدكتور هاشم غرايبة @hashem12333 تجدونها في جناح #مدارك… https://t.co/vznkaNY5J0""",semeval
msa,False,neutral,neutral,"""إجراء اتصال صوتي فقط فى FaceTime https://t.co/s7BDUAkHcG#FaceTime #تطبيقات_ايفون #iOS https://t.co/v3mtjj2qLS""",semeval
msa,False,neutral,neutral,"""أميركياً... الأسد أم #أردوغان؟ - بقلم #نبيه_البرجيhttps://t.co/2N6FhjUQ9w#أميركا #بشار_الاسد #تركيا #سوريا https://t.co/wM6FvFISuA""",semeval
msa,True,negative,negative,أتوقع.. أن فازت هيلاري كلنتون فلن تنتهي فترتها الا بفضيحة جنسية (قديمة)فمونيكا (اليهودية) مافضحت كلينتون الا بعد سنتين@mesfrah84,semeval
msa,False,neutral,neutral,"""RT @TechVoicenet: الآن يمكنك الحصول على واجهة #أندرويد نوجا 7.1 قبل الإعلان عنه https://t.co/i2DsqjKpFC https://t.co/ISgvuwPaBS""",semeval
msa,False,negative,negative,"""#السعودية_مصر_احباب#مصر_لن_تركعيكفي ما يحصل في سوريا العراق اليمن ليبيايكفي يا احمد موسى انت ومنهم على شاكلتك من الاقزام""",semeval
msa,False,negative,negative,"""RT @ALAMAWI: بان كي مون: بشار الأسد تسبب بمقتل 300 ألف سوريhttps://t.co/5amIuHUHNa https://t.co/9XVM2MT5Xi""",semeval
msa,False,neutral,neutral,"""#ماذا_لو_المدارس_مختلطه اغغلب المدارس فيها بويات تعتبر مختلطه؟؟؟؟""",semeval
msa,False,neutral,neutral,"""موكب #كاسترو الجنائزي يتوقف قرب ضريح #جيفارا https://t.co/uqZIWOL0LK""",semeval
gulf,False,neutral,neutral,"""سمحولي بوكيمون وميكي ماوس وسبايدمان اذاماتوصلت معاكم لااجيد الplay station يعني الي يبي يكون ضحية بتويترشي يخصه احنا لنا مكاتب نرحب بالجميع""",semeval
msa,False,neutral,neutral,"""#ليبيا||القبض على زوجة ""مختار بلمختار""القيادي #بتنظيم_القاعدة شرقي الجبل الأخضر.""",semeval
msa,False,negative,negative,إلى كل مناصري الإخوان:لا يستحق مرسي أن تبكوا عليه لحظة واحدة لا تفرطوا في نقطة دم واحدة من أجل هذا الكذاباتقوا الله في بلدكم وأنفسكم,astd
msa,False,neutral,neutral,"""خارجيات – السعودية تبدأ اليوم مباحثات بشأن أول عملية اقتراض من السوق الدولية – اليوم الثلاثاء 11-10-2016 –… https://t.co/6Hph46uRyE""",semeval
egypt,False,positive,neutral,#اعتراف انا مبخفش من اى حاجة تتخيلها #حقيقة #اه_والله,astd
egypt,True,neutral,neutral,سأنتخب عمرو موسى ما هو أكيد يعنى مش هينتخب يسارى أو إسلامى,astd
msa,True,negative,neutral,"""RT @A822822A: ياروافض بلا كلام وإلا سوف أخرج♦️♦️#العراق #بغداد #البصره #كربلاء #النجف #لبنان #البحرين #الكويت #قطر #سوريا #عمان #الأردن ht…""",semeval
egypt,True,negative,negative,"""بص يا سيسي بما انك بتبيع في البلد ومش بنشوف منك حاجه انا عايز حقي ناشف 󾌴""",semeval
msa,False,neutral,positive,"""قال رسول الله صلى الله عليه وسلم :«الصلوات الخمس، والجمعة إلى الجمعة، ورمضان إلى رمضان، مكفرات ما بينهم إذا اجتنبت الكبائر» #نشر_سيرته #ﷺ""",semeval
egypt,True,negative,negative,إدارة مكتبة اسكندرية الوسخة فصلت #عمر_حاذق المعتقل في مظاهرات محاكمة قتلة #خالد_سعيد #الحرية_للجدعان,astd
msa,False,negative,negative,فالانتقاص من صلاحيات البرلمان المنتخب واعطاء صلاحيات تشريعية لمجلس استشاري معين هما أمران ينبغي على كل مؤمن بالديمقراطية أن يرفضهما,astd
msa,False,neutral,neutral,"""مكالمة افتراضية من دونالد ترامب لناخبة ...وحوار بينهما في احد برامج التوك شو https://t.co/ml9StOA6Ma""",semeval
egypt,True,negative,negative,"""ببساطه كده مصرعباره #ملك سيسي #وزيرجيش#حصان شرطه#القضاء تابيه#اعلام فيل# شعب الباقي# >شطرنج>""",semeval
msa,False,negative,negative,"""مندوبة #واشنطن بـ #الأمم_المتحدة تضع قائمة ''#عار'' لنظام #الأسد https://t.co/XnfAFrzaMl""",semeval
msa,False,negative,negative,أيها الاخوان صفقتم والثوار يقتلون وسخرتم من بنات مصر عندما هتكت أعراضهن وضمنتهم خروجا آمنا لطنطاوي وعنان وعندما خلعكم الشعب هتفتم ضد العسكر,astd
msa,False,neutral,positive,"""حلبوزير خارجية #الجزائر يشيد بتحرير #حلب الشرقية وبعودة سلطة #الدولة الشرعية لها#سورية#روسيا#إيران""",semeval
egypt,False,neutral,neutral,"""RT @hossamhammouri: تطبيق #Cram لضغط حجم الصور على #أندرويد دون التأثير على الدقة#CramApp #تطبيقاتhttps://t.co/B0mkV1UU2l""",semeval
msa,False,neutral,negative,"""إيران والقضية الفلسطينية.. الوعود المعسولة https://t.co/mbftQHLycC""",semeval
msa,False,negative,negative,"""@then0o1 @mm__ss55 @Godphobia1 @Arrgwan @usten_moon هذه واحده من اغرب قضايا الخلاف..يقف انسان ويقول انا مسلم مسالم فيقال له لا تطبق الاسلام""",semeval
msa,False,neutral,neutral,انتخاب مرسي بالقطع ليس سبة ولدى اصدقاء لا اشك في ثوريتهم انتخبوه لكني ببساطة لم انتخبه وقاطعت وان كان هو الان الرئيس الشرعي,astd
egypt,False,neutral,neutral,"""اللّٰه يَ دنيا؟ حركه حركه ستوب صارت #MannequinChallenge ؟""",semeval
egypt,True,negative,negative,كلام وكلام حملة لا أضحية هذا العام تؤكد حب الإخوان للخرفان #السادة_المحترمون …,astd
msa,False,positive,neutral,"""@AssalaOfficial  تتر فلم فاست فاريوس 8 اغنية جزائرية بصوت جستن بيبر بعد النسخة سابقة دي جي سنايك قاصف جبهة… https://t.co/ytVZDNe1Fx""",semeval
msa,False,positive,positive,"""التراث الثقافي الغني والأصيل يتجلى في احتفالات سفارتنا في #الولايات_المتحدة بـ #اليوم_الوطني45 🇦🇪@UAEinNYC… https://t.co/kgvcKIdcrl""",semeval
msa,False,neutral,neutral,"""شراء حسابات جوجل بلاي - Google play - ولماذا؟: https://t.co/Pr5UO7GzIf via @YouTube""",semeval
egypt,True,negative,negative,لا والله كنت بكره الواد الخول ميلفوي ده وكان بياخد في طيزه من هاري بوتر في أي حاجة ينافسه فيها https://t.co/S7l1FqLijn,semeval
egypt,False,negative,neutral,#اللى_رافضين_السيسى_رئيس_بيعملوا_فولوا_لبعض #مرسي_رئيسي #انتخبوا_العرص #سيناء_خارج_التغطية #سأنتخب_السيسى …,astd
msa,False,negative,negative,من الطبيعي أن تتناثر الإتهامات والتشنيعات والشتائم والرصاصات في كل إتجاه إذا كان رأس الدولة عاجزا عن إتخاذ القرار,astd
msa,False,neutral,neutral,"""#نون_أون_لاين#الجامعة_العربية تدين الهجوم الإرهابي بالكرك https://t.co/46GUDfy6Xe""",semeval
msa,False,negative,neutral,1 كما سجلت أكثر من مرة قبل٣٠ يونيو وبعده، مصر وقعت فريسة لفاشية دينية محرضة على العنف ولفاشية قمع وإقصاء وعنف زيفا باسم المصلحة الوطنية,astd
msa,False,neutral,negative,"""#ترامب: الشركات التي تعتزم مغادرة #الولايات_المتحدة سوف تواجه ""عواقب""""",semeval
msa,False,positive,positive,"""بدأنا تجهيزاتنا العائلية للإحتفال ب #العيد_الوطني_المجيد46 #حماس #حب #وطن #١٨_نوفمبر https://t.co/tSYDLI7GDY""",semeval
egypt,False,neutral,neutral,"""رامي عياش - الحق معادك 😻🔥""",semeval
msa,False,negative,negative,"""أوباما: وقف الفيتو ضد قانون جاستا “مسيسا” وهناك عواقب وخيمة لتشريعهhttps://t.co/ewLkfUWSZGذكر الرئيس الأمريكي باراك أوباما إن وقف الكو…""",semeval
egypt,False,neutral,neutral,"""RT @14__moony: تبعد وأنا أبعد ../ وتزداد فيني #قروب_المملكة_للدعم#فيصل_الراشد_للدعم#قروب_فيدرر#قروب_مختلف_للدعم#قروب_احساس_شاعر""",semeval
egypt,False,positive,neutral,"""احتفالية لإحياء ذكرى المولد النبوي الشريف بالترانيم القبطية  ...غدا على مسرح سيد درويش بالاسكندرية ..........ايوة انت قريت الخبر صح .""",semeval
msa,False,positive,positive,""" حبيبان نحن الى ان ينام القمر ! "" #جوهرة #محمود درويش """,astd
msa,False,neutral,neutral,"""القوات البرية السعودية والقوات الفرنسية الخاصة تؤديان التمرين المشترك «سانتول» https://t.co/c2rlWCyc17""",semeval
msa,False,positive,positive,"""RT @Mughathawi: نحمدالله عزوجل على نعمة الإسلام مواسم الخير تتوالى علينا اللهم تقبل منا إنك انت السميع العليم وتب عليناانك انت التواب الرحي…""",semeval
levant,False,neutral,negative,"""@3arabiiiiii @atwaniyat فك نفسك من فرنسا وبعدين تعال""",semeval
msa,False,negative,negative,ما يحدث من الشرطة العسكرية ضد المتظاهرين السلميين غير مقبول ولا يمكن السماح به في مصر الثورة إهانة فى مصري هي إهانة للشعب المصري كله,astd
msa,False,neutral,neutral,"""#أحمد_شفيق يكشف لـ « #اتفرج» موعد عودته لـ #القاهرةhttps://t.co/VA06rm8Pzn https://t.co/jnPK82n0hI""",semeval
egypt,True,negative,negative,#البنزين بيغلى و #الشعب هيوسع احا يا حكومه,astd
egypt,False,neutral,negative,"""RT @kingksayemen: لماذا يدافع الاخوان المسلمين عن المملكة ويحاولون تبرأتها من جريمة قصف قاعة عزاء صنعاءمثلهم سارع داعش بتبني الجريمةكيف ي…""",semeval
msa,False,neutral,neutral,"""طقس العرب يتوقع زخات رعدية في #الاردن اليوم و تساقط ثلوج ليل غدا https://t.co/DdGujnTJdW""",semeval
egypt,True,positive,positive,تسلم الايادي يا جيش بلادي و يا شعب بلادي #تحرير_سيناء من الصهاينه + الاخوان,astd
msa,False,positive,neutral,"""نضَّر الله وجه امرئ  قرأها فوعاها  .. 💞🌿 #معرض_الكويت_الدولي_للكتاب https://t.co/dGiNmHnhnp""",semeval
levant,False,neutral,positive,مهما بلغت لحاجة وخلقنة غوتشي الا انها مازالت اشيائها انيقة ,semeval
msa,False,positive,negative,"""مخابرات #الاحتلال تسلم #أسيرين محررين بلاغين لمراجعتها https://t.co/sPkR37g8Nd""",semeval
egypt,False,negative,negative,اللهم إني أعوذ بك من المزايدين والمزايدات الرجالة منهم والستات,astd
egypt,False,negative,neutral,الضبطية القضائية فى الجامعة مشينة لسمعة جامعات مصر ومهينة لطلابها ونقيصة فى وجه المجتمع الجامعة علم وحرية وحركة أجيال,astd
egypt,False,negative,negative,"""#عادل_اماممن اخر حلقة في مسلسل مأمون و انا حاسس انك هتموت السنادي""",semeval
msa,False,neutral,neutral,كان الأولى أن يكتبوا على جميع حوائط المدينة: حافظوا على نظافة نفسيتكم,astd
msa,False,neutral,neutral,"""تطبيق GIPHY CAM# متوفر الآن لنظام أندرويد https://t.co/ifOo52aLCr عبر @aitnews #giphy @giphy #gif""",semeval
msa,False,neutral,neutral,RT @dcgy12: غوغل لا تعيّن أحدًا فوق الـ40 عامًا للعمل لديها https://t.co/28m5DjS6Lf,semeval
egypt,False,negative,neutral,شخص من كل اثنين ايدوا الانقلاب تراجع للخلف ولكنهم مقسمون لاربعة مستويات الضعيف يهاجم ببلاوى والغلاء المتوسط يهاجم,astd
msa,False,negative,negative,"""يطلبون السلاح من الغرب ويلومونه لماذا يمنعه عنهم؟.بالرغم انه زودهم بما يكفي منه باستثناء النوعي لكن جبهة النصره واحرار الاخوان سرقوا اسلحتهم""",semeval
msa,False,neutral,neutral,"""بشار الأسد في حوار الـ33 سؤالا: المعارضة المعتدلة خرافة.. وجبهة النصرة منصفة دوليا كمنظمة… https://t.co/WV6AoLVjtb https://t.co/qWtglYpeVS""",semeval
msa,False,neutral,neutral,"""ما خطة أوباما البديلة في “سوريا” بعد فشل المفاوضات ؟https://t.co/syfUELWz27""",semeval
msa,True,negative,negative,#حازم_عبد_العظيم العرص يكشف لماذا تحول من صفوف #الثوار لصفوف #الانقلاب,astd
egypt,False,positive,positive,احناا الصوت ساعة لما تحبو الدنيا سكوت #كاريوكى,astd
gulf,False,negative,negative,"""@yasserali_1991للاسف البعض مايفهمان صار فساد أكبر من #قياده_المرأه للسيارهصارت السالفه مغازل ويتمشى مع خويته على انه من #اوبر او #كريم !!""",semeval
egypt,False,positive,positive,"""احلى صباح مع صوت واحساس وجمال #اليسا♥♥يسعد صباحك يا#سعادة      @elissakh""",semeval
msa,False,positive,positive,أمي ولك في هذا اليوم دعوه ؛ حفظك الله من كل سوء ياجنتي حفظ الله أمي وأمهاتكم وجميع أمهات المسلمين #عيد_الأم …,astd
msa,False,neutral,neutral,"""RT @MohamadAhwaze: الجبالي : جغرافيا الشرق الأوسط تغيرت ونحتاج إلى حوار عربي إيراني، لمعرفة ما الذي تريده إيران من تدخلها في سوريا واليمن .…""",semeval
msa,False,negative,negative,اعتقال الفتيات دون 20 عاما لرفضهن الانقلاب ثم اجراء اختبارات حمل لبعضهن تصرفان تعكس وضاعة الانقلاب وخسة من ينفذونها,astd
msa,False,neutral,neutral,"""طريقة سهلة ويسيطة لعمل ماكينة غزل البنات ف المنزل https://t.co/3dNzuwpBNX?J85x #مهرجان_القاهره_السينمايي #مهرجان_كتارا_للمحامل_التقليديه""",semeval
msa,False,positive,positive,"""💙 ستظل البطل 💙😍 احمد شفيق 😍#يارب#احمد_شفيق https://t.co/fPEtisAOmL""",semeval
msa,False,positive,neutral,"""نعم تنازل وليس ازاحة طرف لمصلحة طرف آخركمبادرة #كيري https://t.co/MRZO8rpozv""",semeval
egypt,True,negative,neutral,السؤال اللى محينى بخصوص #الاعدام_للجميع دى هى كانت فين احكامك الناجزة بالاعدام للمخلوع #مبارك وعصابته واللى كان الشعب…,astd
msa,False,neutral,negative,لابد من الإسراع بنقل الوعي الانتخابي للمواطنين، الكثير من الناس لا يعلمون القواعد للانتخابات وكيفية اختيار القائمة الحزبية والفردي,astd
msa,False,negative,negative,لا شيء يبرر إحالة المدنيين للقضاء العسكري حتى البلطجية القضاء المدني كفيل بهم,astd
msa,False,neutral,positive,"""بالصور.. #بيونسيه تتألق في عرضها الأخير بـ""نيو جيرسي""https://t.co/kWQTZzFYd7 https://t.co/RgBmcKQ64y""",semeval
msa,False,negative,negative,"""آخر تغريدة كتبها د. نادر العمراني رحمه الله .. جحور النفاق وأعداء الملة لا يطيقون مثل هؤلاء الرجال.#ليبيا #العرب https://t.co/s4VHaOmpiD""",semeval
msa,False,neutral,positive,"""“بيونسيه” وابنتها بأناقة “غوتشي” “ولوران” https://t.co/Xhmx9So4jS""",semeval
egypt,False,positive,positive,"""RT @alarabalgbaal: كان ﷺ يبشر أصحابه بقدوم رمضان ويقول""أتاكم رمضان شهر مبارك فرض الله عليكم صيامهتفتح فيه أبواب السماء وتغلق فيه أبواب ال…""",semeval
msa,False,neutral,positive,طريقة تعطيل اي زر في لوحة المفاتيح على نظام ويندوز ومنع المتطفلين https://t.co/m2A3xAh4Xm https://t.co/EnJdBPKQQW,semeval
msa,False,neutral,negative,"""روسيا تطوق مشروع باريس بشأن حلب بفيتو ومشروع جديد""",semeval
msa,False,neutral,positive,"""حل مشاكل أندرويد بعد التحديث الأخير https://t.co/HvLCLgHl51""",semeval
egypt,False,positive,positive,"""@DianaHaddad ديانا فنانة حببت كل العرب بلبنان وخلتنا نتمنى نصير لبنانيين ونزور لبنان وك انت فخر لوطنك يا نجمة 😍 https://t.co/xFSRR4jc4j""",semeval
msa,True,neutral,negative,"""#تركيا عضو #الناتو تطلب شراء منظومة م/ط #SS400 الروسية ...اظن انة غرام افاعي ...😂😂😂""",semeval
gulf,False,neutral,neutral,"""أمير قطر السابق يشارك في جنازة #كاسترو و يشكره على مواقفه التاريخية بموضوعي #فلسطين و ثورة #الجزائر..طيب نحنا على شو فينا نشكر سمّوه؟!""",semeval
levant,False,positive,positive,"""@ZoubeidaAlKhour @star_bassima @AddiyarNews كل عام ولبنان واهلو بالف خير يارب ويكون في امن وامان بقيادة فخامة الرئيس ميشال عون""",semeval
msa,False,neutral,neutral,"""RT @aali4573: مصادر إعلامية أردوغان وبوتين يتعهدان بالسعي للتوافق بشأن سوريا خلال فتره وجيزة قادمة""",semeval
msa,False,neutral,negative,"""ajlnews: ""الإيدز"" يهاجم مليون و200 ألف شخص في عام واحدhttps://t.co/YcA3R4qBeM#الإيدز #الأمم_المتحدة- https://t.co/VsLjB6IvFN""",semeval
msa,False,positive,positive,"""رووووعه 😍👌🏼 #SuperMarioRun https://t.co/wJxiuoSO0s""",semeval
gulf,False,positive,neutral,"""انا بيب الطقاقه بيونسيه ف عرسي ان شاء الله 😋😭😭😭🙈🙈🙊💕💕""",semeval
egypt,True,negative,negative,كانوا مستكترين على الغلابة دعم الاخوان وانهارده بيتفاخروا بكسوة الامارات للغلابة فعلا يهود ماسكين الاعلام فى مصر,astd
msa,False,negative,negative,"""إخوانكم في #اليمن يمرون بمجاعة شديدة ويحتاجون منكم الإغاثة.. فلا تخذلوهمقيمة... https://t.co/s1LNckhGUB by #NabilAlawadhy via @c0nvey""",semeval
egypt,False,neutral,neutral,"""RT @AhmedJamal84: @MahaOmar22 @alforasy @Alya0123456 @MFNNcmnsFXBw2oE @smsomis7sii تعرفي اول من ادخل جوجل يقول انت يماني اقوله ايوة يقولي س…""",semeval
egypt,True,negative,neutral,استهداف مقرات الاخوان ثم التيار الشعبي ثم الوفد هي خطة محكمة لاخلاء هذه الشقق و تأجيرها مفروش,astd
msa,False,neutral,neutral,"""رد على سؤال برلماني .. أبل: مشروع جنوب عبدالله المبارك سلم للسكنية يوليو الماضي https://t.co/xRfoaDzZYX""",semeval
egypt,False,neutral,neutral,"""RT @alhayat_op: جهاد الخازن: هيلاري كلينتون فازت بالمناظرة التلفزيونية الثانية مع دونالد ترامب كما فازت بالمناظرة الأولىhttps://t.co/FCRaN…""",semeval
msa,False,neutral,neutral,"""الحريري استقبل #جعجع في #بيت_الوسط https://t.co/CWpKQCslWw""",semeval
egypt,False,neutral,negative,"""@ahamdyos @BBCWorld لينك ال bbc دة مدلس. https://t.co/zBKBVfMMC9 والكلام كان من كام شهر وخبراء فرنسيين الي اعلنوا انا متذكرة""",semeval
msa,False,negative,negative,"""RT @saadalbreik: #أمريكا صنفت #الإرهاب وسكتت عن إرهاب #إيرانلكن خوفها من المشاكل الاقتصادية جعل لعابها يسيلعلى أموال المملكة #جاستا_الع…""",semeval
msa,False,neutral,positive,8 :) كان حي الطبقة المتوسطة العليا في #مصر و ذهب اليه الكتاب و المثقفين المصريين بحثا عن مزيج نادر يتفق مع طبيعته,astd
msa,False,positive,positive,نحب اللغة العربية لأنها لغة القرآن ولأن نبيّنا عربي ولأنها لغة أهل الجنة #اليوم_العالمي_للغة_العربية #غرد_بصورة,astd
levant,False,neutral,neutral,"""في بنت ما حطت غنية single lady بعرسها وقت بدا ترمي 💐لصديقاتها السينغلز..صار زوجها بيونسيه يهديها🌷🌹فطلّقت بعد فترة وعملت divorce partyعالموضة""",semeval
egypt,True,negative,negative,"""@heba3265 @EGYPTAIR هي مصر للطيران بقى ماسكها شوية عيال كده؟! المهم احفظي رقمه عندك عشان يتعرف مين لو في امل يعملوا حاجه يعني ،دي مسخره!""",semeval
egypt,False,neutral,positive,يارب انا مش طالب كتير انا عايز واحده فى خفة دم #رنوش وجنان #سوكا وجمال #شيرى_عادل ورقة #جنات واى حاجة من #صافيناز ^_^ #,astd
msa,False,neutral,negative,"""اسْتَحْوَذَ عَلَيْهِمُ الشَّيْطانُ فَأَنْساهُمْ ذِكْرَ اللّهِ أُولئِكَ حِزْبُ الشَّيْطانِ أَلا إِنَّ حِزْبَ الشَّيْطانِ هُمُ الْخاسِرُونَ""",semeval
egypt,False,neutral,positive,"""#SuperMarioRun خلصتها https://t.co/yAgJqasxFw""",semeval
msa,False,neutral,neutral,"""جبران تويني.. معه اغتيلت الصحافة اللبنانية https://t.co/aXh9rVjums""",semeval
msa,False,neutral,neutral,"""#عاجل *الدنمارك تقرر سحب مقاتلات إف-16 من التحالف الذي تقوده #الولايات_المتحدة.#مدري_شرد_اكول#وما_ايامكم_الا_عدد#عايشين_بزمن""",semeval
msa,False,negative,negative,نحن امام انهيار لشرعية المجلس الأعلى للقوات المسلحة,astd
egypt,False,positive,positive,"""(ربنا اكشف عنا العذاب إنا مؤمنون) [الدخان:12] #ريال_مدريد""",semeval
egypt,True,negative,neutral,"""RT @nalut17feb: بعض مصطلحات الشتم الليبية تشبه مصطلح الإرهاب .. معندهاش معاني أو تعريف محدد غالبا لكن مجرد تسمعها تزبطها كلمة ماتنفعش""",semeval
msa,False,neutral,neutral,"""عروضات امازون المؤقته للساعات النسائية تجدونها هنا:https://t.co/19nVeIV0dD""",semeval
msa,False,neutral,negative,"""""أوباما"": الكونغرس ارتكب خطأ برفضه الفيتو ضد قانون ""جاستا"": قال الرئيس الأمريكي باراك أوباما، إن الكونغرس ارت... https://t.co/xV2CEZhab7""",semeval
msa,False,neutral,positive,"""استمتع أنت وعائلتك بأشهى الأصناف المختلفة بأيدي افضل الطهاة ببوفيه الكريسماس ليلة عيد الميلاد المجيد بمطعم Colours… https://t.co/vGj92O1pOM""",semeval
msa,False,neutral,positive,"""تعتبر جامعة #ليفربول في بريطانيا ضمن الجامعات الموصى فيها من قبل وزارة التعليم العالي في #السعودية#مبتعث… https://t.co/JOClo9ySU6""",semeval
msa,False,neutral,neutral,"""#فن#مشاهير #شبابلك تعرف على خريطة حفلات رأس السنة .. وسر غياب #إليسا و #هيفاء_وهبي!يحرص نجوم الفن، دائما على... https://t.co/wRnmKEc12w""",semeval
msa,False,neutral,neutral,"""شيخ ممنوع في باكستان.. يعظ في مساجد بريطانيا - https://t.co/DlsTiPXIak""",semeval
msa,False,neutral,neutral,"- هل كُل الأساطير خلفه ؟ أو "" #ميسي "" من كوكب أخرْ ! …",astd
msa,True,negative,negative,"""#حماسكنا نتغنى فعلا بانتصارات حماس . الا اننا انتبهنا انه لا يفرح بانتصارهم الا المنافق .. الحمد لله""",semeval
msa,False,neutral,neutral,"""احمد الشيخ : يكشف عن السبب الحقيقي في عدم إنضمامه للزمالك: https://t.co/KiFeyHy6je via""",semeval
egypt,False,neutral,neutral,"""@oscarswiIde يا بيونسيه""",semeval
msa,False,neutral,neutral,"""دلال البزري | #كاسترو و #اليسار المؤمن https://t.co/f0RgfA9dZe""",semeval
gulf,True,negative,negative,"""@malak_alhusaini ياخي ابي افهم ورا حظي مروح ما قد فزت حتى لو بقلم رصاص ☹️💔 ايفون طيب تنازلنا نبي شنطه من ذا الشنط الماركه 🌚 اتشرط انا وخشتي🙄""",semeval
msa,False,neutral,neutral,"""RT @Arabi21News: أي جديد غير #السعودية بخطاب ليلة عاشوراء لنصر الله؟ (فيديو)رابط الموقع الجديد: https://t.co/h6gTDb2Kkdhttps://t.co/qJfBy…""",semeval
msa,False,neutral,neutral,"""سوريا: الأسد يؤكد ""الاستمرار في محاربة المسلحين حتى يغادروا حلب""https://t.co/69MNJqCwfOأكد الرئيس السوري بشار الأسد في مقابلة مع قناة …""",semeval
msa,False,neutral,positive,@Tennis_RFederer تم التصويت للكوكب التنس فيدرر,semeval
msa,False,neutral,neutral,شرح فيديو مهم جدا حل لمشاكل الكومبيوتر كيف تقوم بتصليح أخطاء ويندوز 7 و 8 و 10 بضغطة زر واحدة… https://t.co/DxNZKA5vEN,semeval
msa,False,neutral,neutral,"""سبورت تكشف معاناة برشلونة قبل مواجهة لاكورونيا و السيتى التفاصيل ⬇ https://t.co/NGVvMAlthZ #انت_نفضتلها""",semeval
msa,False,negative,neutral,"""RT @hanyn1212: عاشوراءتجسيد واقعي لملحمة اﻻنسانية التي يحملها المعسكر الحسيني ضد اﻻرهابالذي يمتد الى يومنا هذا باسم داعش #شيعيه https://…""",semeval
msa,False,negative,negative,#الوفد - تأسيس #السيسى لحزب سيصيب الحياة السياسية بالخلل,astd
msa,False,neutral,neutral,"""#ميشيل_تويني: نحن لا نريد توجيه أي إتهام سياسي بقضية إغتيال #جبران_تويني، نحن نريد محاكمة عادلة ونريد تحريك هذا الملف.@MichelleTueini""",semeval
egypt,True,negative,negative,القبض على قيادى من حزب النور فى بنى سويف اكيد اخوان ايه المانع اهلاوى بيشجع الزمالك,astd
msa,False,negative,negative,"""#حلب تحرق حضارة #روسيا #الصين #أمريكا #أوروبا يتشدقون بحقوق الإنسان من ببنودها  أخراج المسلمين واستباحت دمائهم أعراضهم دورهم ديارهم (وأعدوا)""",semeval
egypt,True,negative,neutral,"""طب ما هو فيه حد عاقل يكابتن احمد الشيخ بتاع الاتحاد؟؟؟ 😏""",semeval
msa,False,negative,negative,فأن متشدقين بالدفاع عن الحريات يرفضون الرأي الآخر ويقصون المختلفين معهم بديكتاتورية,astd
